종목명,종목코드,연도,분기,기간,보고서유형,재무기준,매출액(억원),영업이익(억원),당기순이익(억원),매출액_단독(억원),영업이익_단독(억원),당기순이익_단독(억원)
씨케이솔루션,480370,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독)
씨케이솔루션,480370,2023,FY,2023-FY_누적,사업보고서(FY누적)
씨케이솔루션,480370,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독)
씨케이솔루션,480370,2024,Q2,2024-Q2_단독,반기보고서(Q2단독)
씨케이솔루션,480370,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독)
씨케이솔루션,480370,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),2957.7,165.2,198.1
씨케이솔루션,480370,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),789.5,-79.9,-69,789.5,-79.9,-69
씨케이솔루션,480370,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),585.2,-94.1,-111.2,585.2,-94.1,-111.2
씨케이솔루션,480370,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),669.8,-90.2,-69.1,669.8,-90.2,-69.1
씨케이솔루션,480370,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),2910.1,-366.1,-401.4,865.6,-101.9,-152.1
씨케이솔루션,480370,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),543.2,-161.9,-110.8,543.2,-161.9,-110.8
신한글로벌액티브리츠,481850,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
신한글로벌액티브리츠,481850,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
신한글로벌액티브리츠,481850,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
신한글로벌액티브리츠,481850,2021,FY,2021-FY_누적,사업보고서(FY누적)
신한글로벌액티브리츠,481850,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
신한글로벌액티브리츠,481850,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
신한글로벌액티브리츠,481850,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
신한글로벌액티브리츠,481850,2022,FY,2022-FY_누적,사업보고서(FY누적)
신한글로벌액티브리츠,481850,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
신한글로벌액티브리츠,481850,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
신한글로벌액티브리츠,481850,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독)
신한글로벌액티브리츠,481850,2023,FY,2023-FY_누적,사업보고서(FY누적)
신한글로벌액티브리츠,481850,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독)
신한글로벌액티브리츠,481850,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),16.8,8.9,-20.7,16.8,8.9,-20.7
신한글로벌액티브리츠,481850,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독)
신한글로벌액티브리츠,481850,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),34.9,1.5,-108
신한글로벌액티브리츠,481850,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독)
신한글로벌액티브리츠,481850,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),10.5,5.6,-4.6,10.5,5.6,-4.6
신한글로벌액티브리츠,481850,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독)
신한글로벌액티브리츠,481850,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),30.6,19.7,-72.4
신한글로벌액티브리츠,481850,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독)
달바글로벌,483650,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
달바글로벌,483650,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
달바글로벌,483650,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
달바글로벌,483650,2021,Q4,2021-FY_누적,사업보고서(FY누적)
달바글로벌,483650,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
달바글로벌,483650,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
달바글로벌,483650,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
달바글로벌,483650,2022,Q4,2022-FY_누적,사업보고서(FY누적)
달바글로벌,483650,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
달바글로벌,483650,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
달바글로벌,483650,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독)
달바글로벌,483650,2023,Q4,2023-FY_누적,사업보고서(FY누적)
달바글로벌,483650,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독)
달바글로벌,483650,2024,Q2,2024-Q2_단독,반기보고서(Q2단독)
달바글로벌,483650,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),736.72,140.44,96.17,736.72,140.44,96.17
달바글로벌,483650,2024,Q4,2024-FY_누적,사업보고서(FY누적),연결(CFS),3090.63,598.45,154.09
달바글로벌,483650,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),1137.60,300.51,247.49,1137.60,300.51,247.49
달바글로벌,483650,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),1283.73,292.30,198.03,1283.73,292.30,198.03
달바글로벌,483650,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),1141.66,166.52,140.14,1141.66,166.52,140.14
달바글로벌,483650,2025,Q4,2025-FY_누적,사업보고서(FY누적),연결(CFS),5197.35,1014.69,790.54,1634.37,255.36,204.87
달바글로벌,483650,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),1712.42,450.90,363.37,1712.42,450.90,363.37
엠앤씨솔루션,484870,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
엠앤씨솔루션,484870,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
엠앤씨솔루션,484870,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
엠앤씨솔루션,484870,2021,FY,2021-FY_누적,사업보고서(FY누적)
엠앤씨솔루션,484870,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
엠앤씨솔루션,484870,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
엠앤씨솔루션,484870,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
엠앤씨솔루션,484870,2022,FY,2022-FY_누적,사업보고서(FY누적)
엠앤씨솔루션,484870,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
엠앤씨솔루션,484870,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
엠앤씨솔루션,484870,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독)
엠앤씨솔루션,484870,2023,FY,2023-FY_누적,사업보고서(FY누적)
엠앤씨솔루션,484870,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독)
엠앤씨솔루션,484870,2024,Q2,2024-Q2_단독,반기보고서(Q2단독)
엠앤씨솔루션,484870,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독)
엠앤씨솔루션,484870,2024,FY,2024-FY_누적,사업보고서(FY누적),별도(OFS),2828,348.2,269.6
엠앤씨솔루션,484870,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),별도(OFS),751.1,95.1,79,751.1,95.1,79
엠앤씨솔루션,484870,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),별도(OFS),974.3,134.5,108.4,974.3,134.5,108.4
엠앤씨솔루션,484870,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),별도(OFS),875.9,114.9,95.8,875.9,114.9,95.8
엠앤씨솔루션,484870,2025,FY,2025-FY_누적,사업보고서(FY누적),별도(OFS),4033.5,560.6,455.9,1432.2,216.1,172.7
엠앤씨솔루션,484870,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),별도(OFS),660.8,79.7,61.2,660.8,79.7,61.2
HS효성,487570,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
HS효성,487570,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
HS효성,487570,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
HS효성,487570,2021,FY,2021-FY_누적,사업보고서(FY누적)
HS효성,487570,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
HS효성,487570,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
HS효성,487570,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
HS효성,487570,2022,FY,2022-FY_누적,사업보고서(FY누적)
HS효성,487570,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
HS효성,487570,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
HS효성,487570,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독)
HS효성,487570,2023,FY,2023-FY_누적,사업보고서(FY누적)
HS효성,487570,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독)
HS효성,487570,2024,Q2,2024-Q2_단독,반기보고서(Q2단독)
HS효성,487570,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),4540.9,94.5,5.4,4540.9,94.5,5.4
HS효성,487570,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),9103.9,172.7,23.8
HS효성,487570,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),4545.3,95.7,-4,4545.3,95.7,-4
HS효성,487570,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),3879.3,107.8,58.9,3879.3,107.8,58.9
HS효성,487570,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),4087.3,126.5,56.4,4087.3,126.5,56.4
HS효성,487570,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),14099,464.3,200.6,1587.1,134.3,89.3
HS효성,487570,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),3669.8,125.4,73.9,3669.8,125.4,73.9
한화비전,489790,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
한화비전,489790,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
한화비전,489790,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
한화비전,489790,2021,Q4,2021-FY_누적,사업보고서(FY누적)
한화비전,489790,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
한화비전,489790,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
한화비전,489790,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
한화비전,489790,2022,Q4,2022-FY_누적,사업보고서(FY누적)
한화비전,489790,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
한화비전,489790,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
한화비전,489790,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독)
한화비전,489790,2023,Q4,2023-FY_누적,사업보고서(FY누적)
한화비전,489790,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독)
한화비전,489790,2024,Q2,2024-Q2_단독,반기보고서(Q2단독)
한화비전,489790,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),1395.25,54.24,-130.91,1395.25,54.24,-130.91
한화비전,489790,2024,Q4,2024-FY_누적,사업보고서(FY누적),연결(CFS),4933.22,-1.20,32.11
한화비전,489790,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),4518.06,442.97,-33.04,4518.06,442.97,-33.04
한화비전,489790,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),4571.62,562.68,-101.88,4571.62,562.68,-101.88
한화비전,489790,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),4227.42,311.57,-67.50,4227.42,311.57,-67.50
한화비전,489790,2025,Q4,2025-FY_누적,사업보고서(FY누적),연결(CFS),17909.22,1622.67,426.20,4592.12,305.45,628.62
한화비전,489790,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),4413.78,220.93,-140.48,4413.78,220.93,-140.48
GS피앤엘,499790,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
GS피앤엘,499790,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
GS피앤엘,499790,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
GS피앤엘,499790,2021,FY,2021-FY_누적,사업보고서(FY누적)
GS피앤엘,499790,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
GS피앤엘,499790,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
GS피앤엘,499790,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
GS피앤엘,499790,2022,FY,2022-FY_누적,사업보고서(FY누적)
GS피앤엘,499790,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
GS피앤엘,499790,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
GS피앤엘,499790,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독)
GS피앤엘,499790,2023,FY,2023-FY_누적,사업보고서(FY누적)
GS피앤엘,499790,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독)
GS피앤엘,499790,2024,Q2,2024-Q2_단독,반기보고서(Q2단독)
GS피앤엘,499790,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독)
GS피앤엘,499790,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),383.2,-0.4,-11.4
GS피앤엘,499790,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),944.8,152.2,83.4,944.8,152.2,83.4
GS피앤엘,499790,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),1121.5,115.6,60.1,1121.5,115.6,60.1
GS피앤엘,499790,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),1219.6,199.3,127.8,1219.6,199.3,127.8
GS피앤엘,499790,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),4816.8,780.2,299.4,1530.9,313.1,28.1
GS피앤엘,499790,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),1303.7,241.6,140.6,1303.7,241.6,140.6
엘브이엠씨홀딩스,900140,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),연결(CFS),0.5,0,-0.1,0.5,0,-0.1
엘브이엠씨홀딩스,900140,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),연결(CFS),0.4,0,0,0.4,0,0
엘브이엠씨홀딩스,900140,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),연결(CFS),0.4,-0.1,-0.1,0.4,-0.1,-0.1
엘브이엠씨홀딩스,900140,2021,FY,2021-FY_누적,사업보고서(FY누적),연결(CFS),1.8,-0.1,-0.2,0.5,0,0
엘브이엠씨홀딩스,900140,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),연결(CFS),0.6,0,0,0.6,0,0
엘브이엠씨홀딩스,900140,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),연결(CFS),0.4,0,0,0.4,0,0
엘브이엠씨홀딩스,900140,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),연결(CFS),0.4,-0.1,-0.1,0.4,-0.1,-0.1
엘브이엠씨홀딩스,900140,2022,FY,2022-FY_누적,사업보고서(FY누적),연결(CFS),1.9,-0.1,-0.3,0.5,0,-0.2
엘브이엠씨홀딩스,900140,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),0.6,0,-0.1,0.6,0,-0.1
엘브이엠씨홀딩스,900140,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),0.5,-0.1,-0.1,0.5,-0.1,-0.1
엘브이엠씨홀딩스,900140,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),0.4,0,-0.1,0.4,0,-0.1
엘브이엠씨홀딩스,900140,2023,FY,2023-FY_누적,사업보고서(FY누적),연결(CFS),2,-0.1,-0.3,0.5,0,0
엘브이엠씨홀딩스,900140,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),0.5,0,0,0.5,0,0
엘브이엠씨홀딩스,900140,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),0.5,0,0,0.5,0,0
엘브이엠씨홀딩스,900140,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),0.4,0,-0.1,0.4,0,-0.1
엘브이엠씨홀딩스,900140,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),2.2,0.1,0,0.8,0.1,0.1
엘브이엠씨홀딩스,900140,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),네이버기준(DR외국기업),1013,113,42,1013,113,42
엘브이엠씨홀딩스,900140,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),네이버기준(DR외국기업),1011,78,17,1011,78,17
엘브이엠씨홀딩스,900140,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),네이버기준(DR외국기업),852,54,49,852,54,49
엘브이엠씨홀딩스,900140,2025,FY,2025-FY_누적,사업보고서(FY누적),네이버기준(DR외국기업)
엘브이엠씨홀딩스,900140,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),네이버기준(DR외국기업),1293,198,181,1293,198,181
프레스티지바이오파마,950210,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),연결(CFS),0,0,-0.1,0,0,-0.1
프레스티지바이오파마,950210,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),연결(CFS),0,-0.1,-0.1,0,-0.1,-0.1
프레스티지바이오파마,950210,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),연결(CFS),0,-0.1,-0.1,0,-0.1,-0.1
프레스티지바이오파마,950210,2021,FY,2021-FY_누적,사업보고서(FY누적),연결(CFS),0,-0.2,-0.1,0,0,0.2
프레스티지바이오파마,950210,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),연결(CFS),0,-0.1,0.4,0,-0.1,0.4
프레스티지바이오파마,950210,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),연결(CFS),0,-0.1,-0.1,0,-0.1,-0.1
프레스티지바이오파마,950210,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),연결(CFS),0,-0.1,-0.7,0,-0.1,-0.7
프레스티지바이오파마,950210,2022,FY,2022-FY_누적,사업보고서(FY누적),연결(CFS),0,-0.5,-1.8,0,-0.2,-1.4
프레스티지바이오파마,950210,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),,-0.1,-0.1,,-0.1,-0.1
프레스티지바이오파마,950210,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),,-0.1,-0.1,,-0.1,-0.1
프레스티지바이오파마,950210,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),0,-0.1,-0.2,0,-0.1,-0.2
프레스티지바이오파마,950210,2023,FY,2023-FY_누적,사업보고서(FY누적),연결(CFS),,-0.5,0,,-0.2,0.4
프레스티지바이오파마,950210,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),,-0.1,-0.1,,-0.1,-0.1
프레스티지바이오파마,950210,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),,-0.2,-0.2,,-0.2,-0.2
프레스티지바이오파마,950210,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),,-0.1,-0.1,,-0.1,-0.1
프레스티지바이오파마,950210,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),,-0.5,-0.4,,-0.1,0
프레스티지바이오파마,950210,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),네이버기준(DR외국기업),33,-153,462,33,-153,462
프레스티지바이오파마,950210,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),네이버기준(DR외국기업),55,-143,-91,55,-143,-91
프레스티지바이오파마,950210,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),네이버기준(DR외국기업),23,-243,-202,23,-243,-202
프레스티지바이오파마,950210,2025,FY,2025-FY_누적,사업보고서(FY누적),네이버기준(DR외국기업),77,-187,-201
프레스티지바이오파마,950210,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),네이버기준(DR외국기업),5,-264,-294,5,-264,-294
